practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,word,colour,congruent,corrAns,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,15.840000200005306,None,15.840000200005306,None,-0.016666666666666666,-0.26296296296296295,1,0,0,0.5279777999967337,imgStart,0.009679900002083741,None,,,,,,,,,,,,,15,25,25,25,001,2021_Jan_12_1508,stroopExperiment,2020.2.10,60.06597646921212,
,,,,,,,,,,,,,,,,,,,,,16.40655030000198,None,16.40655030000198,None,16.40655030000198,None,16.40655030000198,None,16.40655030000198,None,0.004704239996499382,None,,,,,,,,,,
