word,colour,congruent,corrAns,n,imgBlue.started_mean,imgBlue.started_raw,,,,,imgBlue.started_std,imgBlue.stopped_raw,,,,,imgGreen.started_mean,imgGreen.started_raw,,,,,imgGreen.started_std,imgGreen.stopped_raw,,,,,imgRed.started_mean,imgRed.started_raw,,,,,imgRed.started_std,imgRed.stopped_raw,,,,,imgYellow.started_mean,imgYellow.started_raw,,,,,imgYellow.started_std,imgYellow.stopped_raw,,,,,mouse.clicked_name_raw,,,,,mouse.leftButton_mean,mouse.leftButton_raw,,,,,mouse.leftButton_std,mouse.midButton_mean,mouse.midButton_raw,,,,,mouse.midButton_std,mouse.rightButton_mean,mouse.rightButton_raw,,,,,mouse.rightButton_std,mouse.started_mean,mouse.started_raw,,,,,mouse.stopped_raw,,,,,mouse.time_mean,mouse.time_raw,,,,,mouse.time_std,mouse.x_mean,mouse.x_raw,,,,,mouse.y_mean,mouse.y_raw,,,,,targetTxt.started_mean,targetTxt.started_raw,,,,,targetTxt.started_std,targetTxt.stopped_raw,,,,,order,,,,
سبز,green,1,imgGreen,5.0,143.3382568359375,106.47451782226562, 132.53721618652344, 148.25111389160156, 152.69935607910156, 176.72903442382812,25.99186461468349,, , , , ,143.3382568359375,106.47451782226562, 132.53721618652344, 148.25111389160156, 152.69935607910156, 176.72903442382812,25.99186461468349,, , , , ,143.3382568359375,106.47451782226562, 132.53721618652344, 148.25111389160156, 152.69935607910156, 176.72903442382812,25.99186461468349,, , , , ,143.3382568359375,106.47451782226562, 132.53721618652344, 148.25111389160156, 152.69935607910156, 176.72903442382812,25.99186461468349,, , , , ,'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.008854761999100447,0.012556829999084584, 0.00847161999263335, 0.007393919993774034, 0.00806422000459861, 0.007787220005411655,, , , , ,127.42415771484374,90.82271575927734, 116.43640899658203, 132.2671661376953, 136.63262939453125, 160.9618377685547,25.94909844179012,0.02685185185185185,0.025925925925925925, 0.028703703703703703, 0.030555555555555555, 0.024074074074074074, 0.025,-0.15833333333333335,-0.16296296296296298, -0.15925925925925927, -0.15648148148148147, -0.15555555555555556, -0.1574074074074074,143.3382568359375,106.47451782226562, 132.53721618652344, 148.25111389160156, 152.69935607910156, 176.72903442382812,25.99186461468349,, , , , ,0.0, 27.0, 43.0, 48.0, 76.0
سبز,yellow,0,imgYellow,5.0,144.02470703125,120.17269134521484, 122.63775634765625, 144.2186279296875, 160.3647003173828, 172.72975158691406,23.007242776339552,, , , , ,144.02470703125,120.17269134521484, 122.63775634765625, 144.2186279296875, 160.3647003173828, 172.72975158691406,23.007242776339552,, , , , ,144.02470703125,120.17269134521484, 122.63775634765625, 144.2186279296875, 160.3647003173828, 172.72975158691406,23.007242776339552,, , , , ,144.02470703125,120.17269134521484, 122.63775634765625, 144.2186279296875, 160.3647003173828, 172.72975158691406,23.007242776339552,, , , , ,'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.009024399997724687,0.0076381199978641234, 0.01626941999711562, 0.00686412000504788, 0.007971119994181208, 0.006379219994414598,, , , , ,127.88052978515626,103.88777160644531, 107.05382537841797, 128.06680297851562, 144.19961547851562, 156.1946563720703,22.789477184751945,0.06407407407407407,0.06574074074074074, 0.06018518518518518, 0.062037037037037036, 0.06851851851851852, 0.06388888888888888,-0.15962962962962962,-0.15648148148148147, -0.16203703703703703, -0.1537037037037037, -0.16111111111111112, -0.1648148148148148,144.02470703125,120.17269134521484, 122.63775634765625, 144.2186279296875, 160.3647003173828, 172.72975158691406,23.007242776339552,, , , , ,14.0, 17.0, 39.0, 57.0, 70.0
زرد,red,0,imgRed,5.0,144.8209228515625,115.82334899902344, 136.0020751953125, 137.61904907226562, 158.33169555664062, 176.32846069335938,23.161197449565694,, , , , ,144.8209228515625,115.82334899902344, 136.0020751953125, 137.61904907226562, 158.33169555664062, 176.32846069335938,23.161197449565694,, , , , ,144.8209228515625,115.82334899902344, 136.0020751953125, 137.61904907226562, 158.33169555664062, 176.32846069335938,23.161197449565694,, , , , ,144.8209228515625,115.82334899902344, 136.0020751953125, 137.61904907226562, 158.33169555664062, 176.32846069335938,23.161197449565694,, , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgBlue',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.009359261998906732,0.007771119991957676, 0.016291530009766575, 0.002967419997730758, 0.013846719994035084, 0.005919520001043566,, , , , ,128.603857421875,99.78860473632812, 119.83668518066406, 121.55076599121094, 142.18157958984375, 159.66162109375,22.944865540774433,-0.021296296296296296,-0.030555555555555555, -0.027777777777777776, -0.022222222222222223, -0.030555555555555555, 0.004629629629629629,-0.15518518518518518,-0.1527777777777778, -0.15925925925925927, -0.15833333333333333, -0.15185185185185185, -0.1537037037037037,144.8209228515625,115.82334899902344, 136.0020751953125, 137.61904907226562, 158.33169555664062, 176.32846069335938,23.161197449565694,, , , , ,9.0, 31.0, 33.0, 55.0, 75.0
زرد,blue,0,imgBlue,5.0,144.29505615234376,116.8567123413086, 129.07090759277344, 143.4681854248047, 156.4996337890625, 175.579833984375,22.983745152535242,, , , , ,144.29505615234376,116.8567123413086, 129.07090759277344, 143.4681854248047, 156.4996337890625, 175.579833984375,22.983745152535242,, , , , ,144.29505615234376,116.8567123413086, 129.07090759277344, 143.4681854248047, 156.4996337890625, 175.579833984375,22.983745152535242,, , , , ,144.29505615234376,116.8567123413086, 129.07090759277344, 143.4681854248047, 156.4996337890625, 175.579833984375,22.983745152535242,, , , , ,'imgBlue', 'imgBlue', 'imgBlue', 'imgBlue', 'imgBlue',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.00809407999913674,0.006760720003512688, 0.006130319990916178, 0.008607019997725729, 0.00831582000682829, 0.010656519996700808,, , , , ,128.0474609375,100.705322265625, 112.7029800415039, 127.15137481689453, 140.41600036621094, 159.26168823242188,22.973666254397642,-0.0014814814814814816,-0.002777777777777778, -0.000925925925925926, -0.006481481481481481, -0.001851851851851852, 0.004629629629629629,-0.15314814814814812,-0.1574074074074074, -0.14907407407407408, -0.1537037037037037, -0.15185185185185185, -0.1537037037037037,144.29505615234376,116.8567123413086, 129.07090759277344, 143.4681854248047, 156.4996337890625, 175.579833984375,22.983745152535242,, , , , ,10.0, 23.0, 38.0, 53.0, 74.0
زرد,green,0,imgGreen,5.0,145.05775146484376,117.77254486083984, 135.2200927734375, 140.56858825683594, 153.69911193847656, 178.0284423828125,22.489743132722754,, , , , ,145.05775146484376,117.77254486083984, 135.2200927734375, 140.56858825683594, 153.69911193847656, 178.0284423828125,22.489743132722754,, , , , ,145.05775146484376,117.77254486083984, 135.2200927734375, 140.56858825683594, 153.69911193847656, 178.0284423828125,22.489743132722754,, , , , ,145.05775146484376,117.77254486083984, 135.2200927734375, 140.56858825683594, 153.69911193847656, 178.0284423828125,22.489743132722754,, , , , ,'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.006765739998081699,0.00627671999973245, 0.007889319997048005, 0.006486619997303933, 0.007308419997571036, 0.005867619998753071,, , , , ,128.84415283203126,101.60717010498047, 118.9351577758789, 124.86754608154297, 137.16644287109375, 161.6444549560547,22.366130327271854,0.026296296296296297,0.025, 0.028703703703703703, 0.021296296296296296, 0.024074074074074074, 0.032407407407407406,-0.15796296296296297,-0.1574074074074074, -0.16018518518518518, -0.15833333333333333, -0.15648148148148147, -0.1574074074074074,145.05775146484376,117.77254486083984, 135.2200927734375, 140.56858825683594, 153.69911193847656, 178.0284423828125,22.489743132722754,, , , , ,11.0, 30.0, 36.0, 49.0, 77.0
زرد,yellow,1,imgYellow,5.0,143.15787353515626,107.89033508300781, 125.92073822021484, 145.1339569091797, 165.09774780273438, 171.7466278076172,26.66222965905492,, , , , ,143.15787353515626,107.89033508300781, 125.92073822021484, 145.1339569091797, 165.09774780273438, 171.7466278076172,26.66222965905492,, , , , ,143.15787353515626,107.89033508300781, 125.92073822021484, 145.1339569091797, 165.09774780273438, 171.7466278076172,26.66222965905492,, , , , ,143.15787353515626,107.89033508300781, 125.92073822021484, 145.1339569091797, 165.09774780273438, 171.7466278076172,26.66222965905492,, , , , ,'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow',1.0,1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.005805959996359888,0.005799619997560512, 0.006706920001306571, 0.0003021199954673648, 0.00805521999427583, 0.008165919993189164,, , , , ,126.9677490234375,91.70797729492188, 109.5706558227539, 128.9503631591797, 148.94723510742188, 155.6624755859375,26.722304606846,0.05833333333333333,0.06018518518518518, 0.04537037037037037, 0.062037037037037036, 0.058333333333333334, 0.06574074074074074,-0.1564814814814815,-0.16018518518518518, -0.15462962962962962, -0.14907407407407408, -0.1537037037037037, -0.1648148148148148,143.15787353515626,107.89033508300781, 125.92073822021484, 145.1339569091797, 165.09774780273438, 171.7466278076172,26.66222965905492,, , , , ,1.0, 20.0, 40.0, 62.0, 69.0

extraInfo
نام,y
نام خانوادگی,y
