practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,word,colour,congruent,corrAns,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,37.942009600003075,None,37.942009600003075,None,-0.020370370370370372,-0.31666666666666665,1,0,0,7.939754999999423,imgStart,0.012834200024371967,None,,,,,,,,,,,,,k,k,k,k,001,2021_Jan_12_1155,stroopExperiment,2020.2.10,59.69568334414932,
,,,,,,,,,,,,,,,,,,,,,45.939959700001054,None,45.939959700001054,None,45.939959700001054,None,45.939959700001054,None,45.939959700001054,None,0.014168700006848667,None,,,,,,,,,,
