word,colour,congruent,corrAns,n,feedbackTxt.started_mean,feedbackTxt.started_raw,feedbackTxt.started_std,feedbackTxt.stopped_raw,imgBlue.started_mean,imgBlue.started_raw,imgBlue.started_std,imgBlue.stopped_raw,imgGreen.started_mean,imgGreen.started_raw,imgGreen.started_std,imgGreen.stopped_raw,imgRed.started_mean,imgRed.started_raw,imgRed.started_std,imgRed.stopped_raw,imgYellow.started_mean,imgYellow.started_raw,imgYellow.started_std,imgYellow.stopped_raw,mouse.clicked_name_raw,mouse.leftButton_mean,mouse.leftButton_raw,mouse.leftButton_std,mouse.midButton_mean,mouse.midButton_raw,mouse.midButton_std,mouse.rightButton_mean,mouse.rightButton_raw,mouse.rightButton_std,mouse.started_mean,mouse.started_raw,mouse.stopped_raw,mouse.time_mean,mouse.time_raw,mouse.time_std,mouse.x_raw,mouse.y_raw,targetTxt.started_mean,targetTxt.started_raw,targetTxt.started_std,targetTxt.stopped_raw,order
قرمز,red,1,imgRed,1.0,38.99702453613281,38.99702453613281,0.0,,37.59731674194336,37.59731674194336,0.0,,37.59731674194336,37.59731674194336,0.0,,37.59731674194336,37.59731674194336,0.0,,37.59731674194336,37.59731674194336,0.0,,'imgRed',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01200144000176806,0.01200144000176806,,16.12700843811035,16.12700843811035,0.0,-0.03425925925925926,-0.15648148148148147,37.59731674194336,37.59731674194336,0.0,,5.0
قرمز,blue,0,imgBlue,1.0,33.964820861816406,33.964820861816406,0.0,,32.68191909790039,32.68191909790039,0.0,,32.68191909790039,32.68191909790039,0.0,,32.68191909790039,32.68191909790039,0.0,,32.68191909790039,32.68191909790039,0.0,,'imgBlue',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064231400028802454,0.0064231400028802454,,11.061153411865234,11.061153411865234,0.0,-0.001851851851851852,-0.15185185185185185,32.68191909790039,32.68191909790039,0.0,,3.0
آبی,red,0,imgRed,1.0,28.649852752685547,28.649852752685547,0.0,,26.665878295898438,26.665878295898438,0.0,,26.665878295898438,26.665878295898438,0.0,,26.665878295898438,26.665878295898438,0.0,,26.665878295898438,26.665878295898438,0.0,,'--',,,,,,,,,,0.013336140007595532,0.013336140007595532,,,,,'--','--',26.665878295898438,26.665878295898438,0.0,,1.0
آبی,blue,1,imgBlue,1.0,25.699359893798828,25.699359893798828,0.0,,23.71624183654785,23.71624183654785,0.0,,23.71624183654785,23.71624183654785,0.0,,23.71624183654785,23.71624183654785,0.0,,23.71624183654785,23.71624183654785,0.0,,'--',,,,,,,,,,0.0038117000003694557,0.0038117000003694557,,,,,'--','--',23.71624183654785,23.71624183654785,0.0,,0.0
سبز,green,1,imgGreen,1.0,31.649272918701172,31.649272918701172,0.0,,29.682188034057617,29.682188034057617,0.0,,29.682188034057617,29.682188034057617,0.0,,29.682188034057617,29.682188034057617,0.0,,29.682188034057617,29.682188034057617,0.0,,'--',,,,,,,,,,0.010152139999263454,0.010152139999263454,,,,,'--','--',29.682188034057617,29.682188034057617,0.0,,2.0
سبز,yellow,0,imgYellow,1.0,42.82990264892578,42.82990264892578,0.0,,42.03049087524414,42.03049087524414,0.0,,42.03049087524414,42.03049087524414,0.0,,42.03049087524414,42.03049087524414,0.0,,42.03049087524414,42.03049087524414,0.0,,'imgBlue',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012600640002347063,0.012600640002347063,,19.96025276184082,19.96025276184082,0.0,-0.007407407407407408,-0.1574074074074074,42.03049087524414,42.03049087524414,0.0,,7.0
زرد,green,0,imgGreen,1.0,40.997047424316406,40.997047424316406,0.0,,40.03028106689453,40.03028106689453,0.0,,40.03028106689453,40.03028106689453,0.0,,40.03028106689453,40.03028106689453,0.0,,40.03028106689453,40.03028106689453,0.0,,'imgGreen',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011582140003156383,0.011582140003156383,,18.126012802124023,18.126012802124023,0.0,0.030555555555555555,-0.1574074074074074,40.03028106689453,40.03028106689453,0.0,,6.0
زرد,yellow,1,imgYellow,1.0,36.58090591430664,36.58090591430664,0.0,,34.99797439575195,34.99797439575195,0.0,,34.99797439575195,34.99797439575195,0.0,,34.99797439575195,34.99797439575195,0.0,,34.99797439575195,34.99797439575195,0.0,,'imgYellow',1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007604139995237347,0.007604139995237347,,13.194428443908691,13.194428443908691,0.0,0.05185185185185185,-0.16203703703703703,34.99797439575195,34.99797439575195,0.0,,4.0

extraInfo
نام,p
نام خانوادگی,p
کلاس,p
سن,p
چندمین بار است که در این تست شرکت می کنید,001
date,2021_Jan_12_1402
expName,stroopExperiment
psychopyVersion,2020.2.10
frameRate,60.01604828949674
