word,colour,congruent,corrAns,practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,feedbackTxt.started,feedbackTxt.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.27149559999998,None,11.27149559999998,None,-0.019444444444444445,-0.3175925925925926,1,0,0,1.1176345000003494,imgStart,0.00036146000002190704,None,,,,,,,,,,,,,,,,,,,,,,n,n,n,n,001,2021_Jan_12_1655,آزمون استروپ استاندارد,2020.2.10,60.01615634927846,
سبز,yellow,0,imgYellow,0,0,0,5,,,,,,,,,,,,,,12.421276399999442,None,12.421276399999442,None,12.421276399999442,None,12.421276399999442,None,12.421276399999442,None,0.005862420000994462,None,14.371360999999524,None,,,,,,,,n,n,n,n,001,2021_Jan_12_1655,آزمون استروپ استاندارد,2020.2.10,60.01615634927846,
آبی,blue,1,imgBlue,0,1,1,3,,,,,,,,,,,,,,15.387532899999314,None,15.387532899999314,None,15.387532899999314,None,15.387532899999314,None,15.387532899999314,None,0.0012993800000913325,None,16.420591199999762,None,-0.07685185185185185,-0.2037037037037037,1,0,0,0.9884284999998272,imgBlue,n,n,n,n,001,2021_Jan_12_1655,آزمون استروپ استاندارد,2020.2.10,60.01615634927846,
قرمز,red,1,imgRed,0,2,2,0,,,,,,,,,,,,,,17.454376599999705,None,17.454376599999705,None,17.454376599999705,None,17.454376599999705,None,17.454376599999705,None,0.0049331600002915366,None,18.953589199999442,None,-0.27685185185185185,-0.1962962962962963,1,0,0,1.4718566999999894,imgRed,n,n,n,n,001,2021_Jan_12_1655,آزمون استروپ استاندارد,2020.2.10,60.01615634927846,
زرد,green,0,imgGreen,0,3,3,6,,,,,,,,,,,,,,19.987137099999927,None,19.987137099999927,None,19.987137099999927,None,19.987137099999927,None,19.987137099999927,None,0.00956696000048396,2.0185989600004177,22.00303829999939,None,,,,,,,,n,n,n,n,001,2021_Jan_12_1655,آزمون استروپ استاندارد,2020.2.10,60.01615634927846,
