practisTrials.thisRepN,practisTrials.thisTrialN,practisTrials.thisN,practisTrials.thisIndex,word,colour,congruent,corrAns,instrTxt1.started,instrTxt1.stopped,imgStart1.started,imgStart1.stopped,resBegin1.x,resBegin1.y,resBegin1.leftButton,resBegin1.midButton,resBegin1.rightButton,resBegin1.time,resBegin1.clicked_name,resBegin1.started,resBegin1.stopped,targetTxt.started,targetTxt.stopped,imgRed.started,imgRed.stopped,imgBlue.started,imgBlue.stopped,imgGreen.started,imgGreen.stopped,imgYellow.started,imgYellow.stopped,mouse.started,mouse.stopped,نام,نام خانوادگی,کلاس,سن,چندمین بار است که در این تست شرکت می کنید,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.066221699999005,None,16.066221699999005,None,-0.010185185185185186,-0.21944444444444444,1,0,0,0.7887501000004704,imgStart,0.0016667299933033064,None,,,,,,,,,,,,,i,i,i,i,001,2021_Jan_12_1429,stroopExperiment,2020.2.10,60.00747693005255,
,,,,,,,,,,,,,,,,,,,,,16.882756099999824,None,16.882756099999824,None,16.882756099999824,None,16.882756099999824,None,16.882756099999824,None,0.006175340007757768,None,,,,,,,,,,
