word,colour,congruent,corrAns,n,imgBlue.started_mean,imgBlue.started_raw,,,,,,imgBlue.started_std,imgBlue.stopped_raw,,,,,,imgGreen.started_mean,imgGreen.started_raw,,,,,,imgGreen.started_std,imgGreen.stopped_raw,,,,,,imgRed.started_mean,imgRed.started_raw,,,,,,imgRed.started_std,imgRed.stopped_raw,,,,,,imgYellow.started_mean,imgYellow.started_raw,,,,,,imgYellow.started_std,imgYellow.stopped_raw,,,,,,mouse.clicked_name_raw,,,,,,mouse.leftButton_mean,mouse.leftButton_raw,,,,,,mouse.leftButton_std,mouse.midButton_mean,mouse.midButton_raw,,,,,,mouse.midButton_std,mouse.rightButton_mean,mouse.rightButton_raw,,,,,,mouse.rightButton_std,mouse.started_mean,mouse.started_raw,,,,,,mouse.stopped_raw,,,,,,mouse.time_mean,mouse.time_raw,,,,,,mouse.time_std,mouse.x_raw,,,,,,mouse.y_raw,,,,,,targetTxt.started_mean,targetTxt.started_raw,,,,,,targetTxt.started_std,targetTxt.stopped_raw,,,,,,order,,,,,
سبز,green,1,imgGreen,6.0,122.13857014973958,89.73326110839844, 103.79717254638672, 120.17774963378906, 126.0100326538086, 140.40750122070312, 152.7056884765625,23.123349776392256,, , , , , ,122.13857014973958,89.73326110839844, 103.79717254638672, 120.17774963378906, 126.0100326538086, 140.40750122070312, 152.7056884765625,23.123349776392256,, , , , , ,122.13857014973958,89.73326110839844, 103.79717254638672, 120.17774963378906, 126.0100326538086, 140.40750122070312, 152.7056884765625,23.123349776392256,, , , , , ,122.13857014973958,89.73326110839844, 103.79717254638672, 120.17774963378906, 126.0100326538086, 140.40750122070312, 152.7056884765625,23.123349776392256,, , , , , ,'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.006120630000168603,0.0032574800006841542, 0.005465879999974277, 0.005693979999705334, 0.00516258000061498, 0.012454779999643506, 0.004689080000389367,, , , , , ,0.6804251670837402,0.5554335117340088, 0.6902359127998352, 0.7235965728759766, 0.7575567960739136, 0.6315625905990601, 0.7241652011871338,0.07460960403515737,0.05462962962962963, 0.044444444444444446, 0.07222222222222222, 0.044444444444444446, 0.06481481481481481, 0.005555555555555556,-0.26481481481481484, -0.18981481481481483, -0.1824074074074074, -0.1824074074074074, -0.20277777777777778, -0.1675925925925926,122.13857014973958,89.73326110839844, 103.79717254638672, 120.17774963378906, 126.0100326538086, 140.40750122070312, 152.7056884765625,23.123349776392256,, , , , , ,2.0, 21.0, 43.0, 48.0, 67.0, 82.0
سبز,yellow,0,imgYellow,6.0,124.51316324869792,94.01577758789062, 109.96276092529297, 120.92803955078125, 128.44297790527344, 138.49118041992188, 155.23828125,21.49194795877903,, , , , , ,124.51316324869792,94.01577758789062, 109.96276092529297, 120.92803955078125, 128.44297790527344, 138.49118041992188, 155.23828125,21.49194795877903,, , , , , ,124.51316324869792,94.01577758789062, 109.96276092529297, 120.92803955078125, 128.44297790527344, 138.49118041992188, 155.23828125,21.49194795877903,, , , , , ,124.51316324869792,94.01577758789062, 109.96276092529297, 120.92803955078125, 128.44297790527344, 138.49118041992188, 155.23828125,21.49194795877903,, , , , , ,'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.005843046666389758,0.005789179999737826, 0.005352880000828009, 0.007734479999271571, 0.0065842799995152745, 0.003908079998836911, 0.005689380000148958,, , , , , ,0.7495904763539633,0.8079065084457397, 0.7211524844169617, 0.5940176844596863, 0.7920374274253845, 0.6912083029747009, 0.8912202715873718,0.10361620846539521,0.1675925925925926, 0.18981481481481483, 0.18981481481481483, 0.20555555555555555, 0.18796296296296297, 0.1712962962962963,-0.2074074074074074, -0.2101851851851852, -0.1675925925925926, -0.2111111111111111, -0.18796296296296297, -0.21388888888888888,124.51316324869792,94.01577758789062, 109.96276092529297, 120.92803955078125, 128.44297790527344, 138.49118041992188, 155.23828125,21.49194795877903,, , , , , ,7.0, 29.0, 44.0, 51.0, 64.0, 85.0
زرد,red,0,imgRed,6.0,127.11273193359375,93.24935150146484, 100.9309310913086, 124.56047821044922, 130.82577514648438, 149.65628051757812, 163.45358276367188,27.134424410393255,, , , , , ,127.11273193359375,93.24935150146484, 100.9309310913086, 124.56047821044922, 130.82577514648438, 149.65628051757812, 163.45358276367188,27.134424410393255,, , , , , ,127.11273193359375,93.24935150146484, 100.9309310913086, 124.56047821044922, 130.82577514648438, 149.65628051757812, 163.45358276367188,27.134424410393255,, , , , , ,127.11273193359375,93.24935150146484, 100.9309310913086, 124.56047821044922, 130.82577514648438, 149.65628051757812, 163.45358276367188,27.134424410393255,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.005197196666510233,0.003158380000058969, 0.007096880000062811, 0.004431479999766452, 0.00433167999926809, 0.0031659800006309524, 0.00899877999927412,, , , , , ,0.956550677617391,0.7388957142829895, 0.8237712979316711, 1.4232844114303589, 0.8060647249221802, 0.9706037044525146, 0.9766842126846313,0.24742404643402635,-0.22037037037037038, -0.20925925925925926, -0.2037037037037037, -0.22592592592592592, -0.20925925925925926, -0.25277777777777777,-0.17222222222222222, -0.18888888888888888, -0.18796296296296297, -0.19907407407407407, -0.20277777777777778, -0.20185185185185187,127.11273193359375,93.24935150146484, 100.9309310913086, 124.56047821044922, 130.82577514648438, 149.65628051757812, 163.45358276367188,27.134424410393255,, , , , , ,6.0, 17.0, 47.0, 54.0, 79.0, 95.0
زرد,blue,0,imgBlue,6.0,122.71083577473958,90.8826904296875, 100.21459197998047, 115.029052734375, 129.25941467285156, 139.82525634765625, 161.0540313720703,26.01580111165083,, , , , , ,122.71083577473958,90.8826904296875, 100.21459197998047, 115.029052734375, 129.25941467285156, 139.82525634765625, 161.0540313720703,26.01580111165083,, , , , , ,122.71083577473958,90.8826904296875, 100.21459197998047, 115.029052734375, 129.25941467285156, 139.82525634765625, 161.0540313720703,26.01580111165083,, , , , , ,122.71083577473958,90.8826904296875, 100.21459197998047, 115.029052734375, 129.25941467285156, 139.82525634765625, 161.0540313720703,26.01580111165083,, , , , , ,'imgBlue', 'imgBlue', 'imgBlue', 'imgBlue', 'imgBlue', 'imgBlue',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.006802479999805655,0.006755179999345273, 0.004826879999200173, 0.0072894800005087745, 0.006151579999823298, 0.008922379999603436, 0.006869380000352976,, , , , , ,0.6701270739237467,0.5921356081962585, 0.691748321056366, 0.8423174023628235, 0.6584789752960205, 0.5758807063102722, 0.6602010726928711,0.09520109009067032,-0.07407407407407407, -0.0787037037037037, -0.08055555555555556, -0.11574074074074074, -0.08981481481481482, -0.13425925925925927,-0.17037037037037037, -0.18981481481481483, -0.2, -0.19166666666666668, -0.18796296296296297, -0.17592592592592593,122.71083577473958,90.8826904296875, 100.21459197998047, 115.029052734375, 129.25941467285156, 139.82525634765625, 161.0540313720703,26.01580111165083,, , , , , ,3.0, 16.0, 36.0, 52.0, 66.0, 92.0
زرد,green,0,imgGreen,6.0,126.8436279296875,97.28201293945312, 110.71472930908203, 118.6445541381836, 137.7913360595703, 139.20794677734375, 157.4212188720703,21.94982015546572,, , , , , ,126.8436279296875,97.28201293945312, 110.71472930908203, 118.6445541381836, 137.7913360595703, 139.20794677734375, 157.4212188720703,21.94982015546572,, , , , , ,126.8436279296875,97.28201293945312, 110.71472930908203, 118.6445541381836, 137.7913360595703, 139.20794677734375, 157.4212188720703,21.94982015546572,, , , , , ,126.8436279296875,97.28201293945312, 110.71472930908203, 118.6445541381836, 137.7913360595703, 139.20794677734375, 157.4212188720703,21.94982015546572,, , , , , ,'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen', 'imgGreen',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.004925463333468845,0.0017348800001855125, 0.005702280000150495, 0.0036256800003684475, 0.00816028000008373, 0.0028863799998362083, 0.007443280000188679,, , , , , ,0.5853592157363892,0.5532968044281006, 0.525911808013916, 0.5383461117744446, 0.678427517414093, 0.5891172885894775, 0.627055823802948,0.05862877017464697,0.07037037037037037, 0.07222222222222222, 0.07592592592592592, 0.024074074074074074, 0.04722222222222222, 0.08055555555555556,-0.17407407407407408, -0.21851851851851853, -0.20277777777777778, -0.20185185185185187, -0.2037037037037037, -0.19907407407407407,126.8436279296875,97.28201293945312, 110.71472930908203, 118.6445541381836, 137.7913360595703, 139.20794677734375, 157.4212188720703,21.94982015546572,, , , , , ,11.0, 30.0, 41.0, 63.0, 65.0, 87.0
زرد,yellow,1,imgYellow,6.0,123.80533854166667,95.78302001953125, 106.24853515625, 117.96150207519531, 126.7933349609375, 141.6739959716797, 154.37164306640625,21.86393431369982,, , , , , ,123.80533854166667,95.78302001953125, 106.24853515625, 117.96150207519531, 126.7933349609375, 141.6739959716797, 154.37164306640625,21.86393431369982,, , , , , ,123.80533854166667,95.78302001953125, 106.24853515625, 117.96150207519531, 126.7933349609375, 141.6739959716797, 154.37164306640625,21.86393431369982,, , , , , ,123.80533854166667,95.78302001953125, 106.24853515625, 117.96150207519531, 126.7933349609375, 141.6739959716797, 154.37164306640625,21.86393431369982,, , , , , ,'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow', 'imgYellow',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.007108996666374878,0.011628579999523936, 0.005817179999212385, 0.005531879999580269, 0.004131879999476951, 0.00406048000058945, 0.011483979999866278,, , , , , ,0.7567151387532552,0.7631554007530212, 0.7601962089538574, 0.6555014848709106, 0.8067644238471985, 0.725469708442688, 0.8292034268379211,0.06169855479625926,0.17685185185185184, 0.2111111111111111, 0.18425925925925926, 0.18703703703703703, 0.1824074074074074, 0.17037037037037037,-0.18333333333333332, -0.1787037037037037, -0.1712962962962963, -0.2037037037037037, -0.18611111111111112, -0.19537037037037036,123.80533854166667,95.78302001953125, 106.24853515625, 117.96150207519531, 126.7933349609375, 141.6739959716797, 154.37164306640625,21.86393431369982,, , , , , ,9.0, 24.0, 40.0, 49.0, 69.0, 84.0

extraInfo
نام,f
نام خانوادگی,f
کلاس,f
سن,f
چندمین بار است که در این تست شرکت می کنید,001
date,2021_Jan_12_1731
expName,آزمون استروپ استاندارد
psychopyVersion,2020.2.10
frameRate,60.025991254386376
