word,colour,congruent,corrAns,n,imgBlue.started_mean,imgBlue.started_raw,,,,,,imgBlue.started_std,imgBlue.stopped_raw,,,,,,imgGreen.started_mean,imgGreen.started_raw,,,,,,imgGreen.started_std,imgGreen.stopped_raw,,,,,,imgRed.started_mean,imgRed.started_raw,,,,,,imgRed.started_std,imgRed.stopped_raw,,,,,,imgYellow.started_mean,imgYellow.started_raw,,,,,,imgYellow.started_std,imgYellow.stopped_raw,,,,,,mouse.clicked_name_raw,,,,,,mouse.leftButton_mean,mouse.leftButton_raw,,,,,,mouse.leftButton_std,mouse.midButton_mean,mouse.midButton_raw,,,,,,mouse.midButton_std,mouse.rightButton_mean,mouse.rightButton_raw,,,,,,mouse.rightButton_std,mouse.started_mean,mouse.started_raw,,,,,,mouse.stopped_raw,,,,,,mouse.time_mean,mouse.time_raw,,,,,,mouse.time_std,mouse.x_mean,mouse.x_raw,,,,,,mouse.y_mean,mouse.y_raw,,,,,,targetTxt.started_mean,targetTxt.started_raw,,,,,,targetTxt.started_std,targetTxt.stopped_raw,,,,,,order,,,,,
قرمز,red,1,imgRed,6.0,58.58346048990885,48.87384033203125, 52.040931701660156, 55.17275619506836, 62.1215934753418, 63.93796920776367, 69.3536605834961,7.821773060250059,, , , , , ,58.58346048990885,48.87384033203125, 52.040931701660156, 55.17275619506836, 62.1215934753418, 63.93796920776367, 69.3536605834961,7.821773060250059,, , , , , ,58.58346048990885,48.87384033203125, 52.040931701660156, 55.17275619506836, 62.1215934753418, 63.93796920776367, 69.3536605834961,7.821773060250059,, , , , , ,58.58346048990885,48.87384033203125, 52.040931701660156, 55.17275619506836, 62.1215934753418, 63.93796920776367, 69.3536605834961,7.821773060250059,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.008119696666957074,0.008175580000170157, 0.008023079999475158, 0.008568080000259215, 0.008175780000783561, 0.008414980000452488, 0.00736068000060186,, , , , , ,0.18474708000818887,0.1932401955127716, 0.15953120589256287, 0.1949544996023178, 0.17638489603996277, 0.1927385926246643, 0.19163300096988678,0.014095183824756476,-0.19845679012345677,-0.2175925925925926, -0.20925925925925926, -0.20092592592592592, -0.18981481481481483, -0.18796296296296297, -0.18518518518518517,-0.17762345679012345,-0.17962962962962964, -0.1787037037037037, -0.17777777777777778, -0.17685185185185184, -0.17685185185185184, -0.17592592592592593,58.58346048990885,48.87384033203125, 52.040931701660156, 55.17275619506836, 62.1215934753418, 63.93796920776367, 69.3536605834961,7.821773060250059,, , , , , ,3.0, 18.0, 33.0, 63.0, 71.0, 95.0
قرمز,blue,0,imgBlue,6.0,58.7389170328776,50.190269470214844, 53.02315139770508, 56.939537048339844, 60.305294036865234, 64.15467071533203, 67.82058715820312,6.682032286789165,, , , , , ,58.7389170328776,50.190269470214844, 53.02315139770508, 56.939537048339844, 60.305294036865234, 64.15467071533203, 67.82058715820312,6.682032286789165,, , , , , ,58.7389170328776,50.190269470214844, 53.02315139770508, 56.939537048339844, 60.305294036865234, 64.15467071533203, 67.82058715820312,6.682032286789165,, , , , , ,58.7389170328776,50.190269470214844, 53.02315139770508, 56.939537048339844, 60.305294036865234, 64.15467071533203, 67.82058715820312,6.682032286789165,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.008479846666584004,0.008533480000551208, 0.0076263799992375425, 0.009312279999903694, 0.008147079999616835, 0.008102980000330717, 0.009156879999864032,, , , , , ,0.19062666098276773,0.19351230561733246, 0.17589730024337769, 0.19415180385112762, 0.1935649961233139, 0.19248080253601074, 0.19415269792079926,0.007241715760459245,-0.19706790123456788,-0.2111111111111111, -0.2074074074074074, -0.19907407407407407, -0.19166666666666668, -0.18796296296296297, -0.18518518518518517,-0.17793209876543212,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.17962962962962964, -0.17685185185185184, -0.17592592592592593,58.7389170328776,50.190269470214844, 53.02315139770508, 56.939537048339844, 60.305294036865234, 64.15467071533203, 67.82058715820312,6.682032286789165,, , , , , ,9.0, 22.0, 41.0, 55.0, 72.0, 88.0
قرمز,green,0,imgGreen,6.0,58.46672058105469,49.32408142089844, 53.42315673828125, 56.289241790771484, 60.971771240234375, 62.32151412963867, 68.47054290771484,6.855333313293129,, , , , , ,58.46672058105469,49.32408142089844, 53.42315673828125, 56.289241790771484, 60.971771240234375, 62.32151412963867, 68.47054290771484,6.855333313293129,, , , , , ,58.46672058105469,49.32408142089844, 53.42315673828125, 56.289241790771484, 60.971771240234375, 62.32151412963867, 68.47054290771484,6.855333313293129,, , , , , ,58.46672058105469,49.32408142089844, 53.42315673828125, 56.289241790771484, 60.971771240234375, 62.32151412963867, 68.47054290771484,6.855333313293129,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.007602230000126535,0.008804779999991297, 0.00824748000013642, 0.007659480000256735, 0.00852708000002167, 0.008609380000052624, 0.003765180000300461,, , , , , ,0.19260861476262411,0.1942041963338852, 0.160133495926857, 0.19256339967250824, 0.21004240214824677, 0.2099801003932953, 0.18872809410095215,0.0183190893036826,-0.19830246913580243,-0.21574074074074073, -0.2064814814814815, -0.20092592592592592, -0.19166666666666668, -0.18981481481481483, -0.18518518518518517,-0.17793209876543212,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.17962962962962964, -0.17685185185185184, -0.17592592592592593,58.46672058105469,49.32408142089844, 53.42315673828125, 56.289241790771484, 60.971771240234375, 62.32151412963867, 68.47054290771484,6.855333313293129,, , , , , ,5.0, 24.0, 38.0, 58.0, 64.0, 91.0
قرمز,yellow,0,imgYellow,6.0,58.85570271809896,47.674068450927734, 54.17291259765625, 58.30582809448242, 61.87166976928711, 64.3712387084961, 66.73849487304688,7.055713103179834,, , , , , ,58.85570271809896,47.674068450927734, 54.17291259765625, 58.30582809448242, 61.87166976928711, 64.3712387084961, 66.73849487304688,7.055713103179834,, , , , , ,58.85570271809896,47.674068450927734, 54.17291259765625, 58.30582809448242, 61.87166976928711, 64.3712387084961, 66.73849487304688,7.055713103179834,, , , , , ,58.85570271809896,47.674068450927734, 54.17291259765625, 58.30582809448242, 61.87166976928711, 64.3712387084961, 66.73849487304688,7.055713103179834,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.00844913000022037,0.005622880000373698, 0.011882179999702203, 0.0082098800003223, 0.007834580000235292, 0.008852879999722063, 0.00829238000096666,, , , , , ,0.28508806228637695,0.7078710794448853, 0.19766120612621307, 0.17594820261001587, 0.22623880207538605, 0.19333690404891968, 0.209472194314003,0.20779784103805726,-0.19706790123456794,-0.2175925925925926, -0.20462962962962963, -0.19444444444444445, -0.19074074074074074, -0.18796296296296297, -0.18703703703703703,-0.17793209876543212,-0.18055555555555555, -0.1787037037037037, -0.17777777777777778, -0.17777777777777778, -0.17685185185185184, -0.17592592592592593,58.85570271809896,47.674068450927734, 54.17291259765625, 58.30582809448242, 61.87166976928711, 64.3712387084961, 66.73849487304688,7.055713103179834,, , , , , ,1.0, 28.0, 47.0, 62.0, 73.0, 83.0
آبی,red,0,imgRed,6.0,57.78374226888021,46.50754165649414, 53.22359848022461, 54.989803314208984, 60.0888557434082, 63.20553970336914, 68.68711853027344,7.865707291210551,, , , , , ,57.78374226888021,46.50754165649414, 53.22359848022461, 54.989803314208984, 60.0888557434082, 63.20553970336914, 68.68711853027344,7.865707291210551,, , , , , ,57.78374226888021,46.50754165649414, 53.22359848022461, 54.989803314208984, 60.0888557434082, 63.20553970336914, 68.68711853027344,7.865707291210551,, , , , , ,57.78374226888021,46.50754165649414, 53.22359848022461, 54.989803314208984, 60.0888557434082, 63.20553970336914, 68.68711853027344,7.865707291210551,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.007152896667169746,0.013123120000273047, 0.008180079999874579, 0.007172280001213949, 0.005286780000460567, 0.0014513400001305854, 0.007703780001065752,, , , , , ,0.34471527735392254,1.13086998462677, 0.176629900932312, 0.15891990065574646, 0.1899411976337433, 0.2190942019224167, 0.19283640384674072,0.3856461336769954,-0.19922839506172837,-0.21944444444444444, -0.2074074074074074, -0.20185185185185187, -0.19166666666666668, -0.18981481481481483, -0.18518518518518517,-0.17854938271604937,-0.1814814814814815, -0.1787037037037037, -0.1787037037037037, -0.17962962962962964, -0.17685185185185184, -0.17592592592592593,57.78374226888021,46.50754165649414, 53.22359848022461, 54.989803314208984, 60.0888557434082, 63.20553970336914, 68.68711853027344,7.865707291210551,, , , , , ,0.0, 23.0, 32.0, 54.0, 68.0, 92.0
آبی,blue,1,imgBlue,6.0,58.23369852701823,50.407039642333984, 53.807498931884766, 55.83928680419922, 59.83884048461914, 62.988521575927734, 66.52099609375,6.007414810741636,, , , , , ,58.23369852701823,50.407039642333984, 53.807498931884766, 55.83928680419922, 59.83884048461914, 62.988521575927734, 66.52099609375,6.007414810741636,, , , , , ,58.23369852701823,50.407039642333984, 53.807498931884766, 55.83928680419922, 59.83884048461914, 62.988521575927734, 66.52099609375,6.007414810741636,, , , , , ,58.23369852701823,50.407039642333984, 53.807498931884766, 55.83928680419922, 59.83884048461914, 62.988521575927734, 66.52099609375,6.007414810741636,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.008530330000667163,0.00785798000106297, 0.007385179999801039, 0.008290580000902992, 0.006156280001050618, 0.014061180000680906, 0.0074307800005044555,, , , , , ,0.19376866022745767,0.15953899919986725, 0.175969198346138, 0.21042640507221222, 0.2248840034008026, 0.19963039457798004, 0.19216300547122955,0.023541765601706923,-0.19768518518518519,-0.2111111111111111, -0.20555555555555555, -0.20092592592592592, -0.19166666666666668, -0.18981481481481483, -0.18703703703703703,-0.17793209876543212,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.17962962962962964, -0.17685185185185184, -0.17592592592592593,58.23369852701823,50.407039642333984, 53.807498931884766, 55.83928680419922, 59.83884048461914, 62.988521575927734, 66.52099609375,6.007414810741636,, , , , , ,10.0, 26.0, 36.0, 53.0, 67.0, 82.0
آبی,green,0,imgGreen,6.0,58.16968790690104,48.40818405151367, 53.60648727416992, 55.6226806640625, 59.40555953979492, 65.88760375976562, 66.08757781982422,7.019737714565024,, , , , , ,58.16968790690104,48.40818405151367, 53.60648727416992, 55.6226806640625, 59.40555953979492, 65.88760375976562, 66.08757781982422,7.019737714565024,, , , , , ,58.16968790690104,48.40818405151367, 53.60648727416992, 55.6226806640625, 59.40555953979492, 65.88760375976562, 66.08757781982422,7.019737714565024,, , , , , ,58.16968790690104,48.40818405151367, 53.60648727416992, 55.6226806640625, 59.40555953979492, 65.88760375976562, 66.08757781982422,7.019737714565024,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.00819156333348777,0.008020379999834404, 0.008304979999593343, 0.008155880000231264, 0.008834379999825615, 0.007941780000692233, 0.007891980000749754,, , , , , ,0.22926342487335205,0.44273731112480164, 0.1768241971731186, 0.19273200631141663, 0.19344550371170044, 0.17652760446071625, 0.19331389665603638,0.10489220758972014,-0.19876543209876543,-0.2175925925925926, -0.20555555555555555, -0.20092592592592592, -0.19444444444444445, -0.18703703703703703, -0.18703703703703703,-0.17793209876543212,-0.18055555555555555, -0.1787037037037037, -0.17777777777777778, -0.1787037037037037, -0.17592592592592593, -0.17592592592592593,58.16968790690104,48.40818405151367, 53.60648727416992, 55.6226806640625, 59.40555953979492, 65.88760375976562, 66.08757781982422,7.019737714565024,, , , , , ,2.0, 25.0, 35.0, 51.0, 79.0, 80.0
آبی,yellow,0,imgYellow,6.0,58.447408040364586,49.77388381958008, 52.40670394897461, 55.38943862915039, 58.972068786621094, 65.23823547363281, 68.90412139892578,7.440494145396468,, , , , , ,58.447408040364586,49.77388381958008, 52.40670394897461, 55.38943862915039, 58.972068786621094, 65.23823547363281, 68.90412139892578,7.440494145396468,, , , , , ,58.447408040364586,49.77388381958008, 52.40670394897461, 55.38943862915039, 58.972068786621094, 65.23823547363281, 68.90412139892578,7.440494145396468,, , , , , ,58.447408040364586,49.77388381958008, 52.40670394897461, 55.38943862915039, 58.972068786621094, 65.23823547363281, 68.90412139892578,7.440494145396468,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.007406613333538796,0.00638567999976658, 0.008342180000909138, 0.007137280000279134, 0.007929280000098515, 0.008016779999707069, 0.0066284800004723365,, , , , , ,0.1868618130683899,0.17506739497184753, 0.17670150101184845, 0.20889979600906372, 0.17568160593509674, 0.1931450068950653, 0.19167549908161163,0.013532627687604323,-0.19768518518518519,-0.2111111111111111, -0.2074074074074074, -0.20092592592592592, -0.19444444444444445, -0.18703703703703703, -0.18518518518518517,-0.17762345679012345,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.1787037037037037, -0.17592592592592593, -0.17592592592592593,58.447408040364586,49.77388381958008, 52.40670394897461, 55.38943862915039, 58.972068786621094, 65.23823547363281, 68.90412139892578,7.440494145396468,, , , , , ,7.0, 20.0, 34.0, 49.0, 77.0, 93.0
سبز,red,0,imgRed,6.0,58.99449666341146,51.19038391113281, 52.22328567504883, 57.60572052001953, 60.738590240478516, 64.58792114257812, 67.62110900878906,6.594374475911787,, , , , , ,58.99449666341146,51.19038391113281, 52.22328567504883, 57.60572052001953, 60.738590240478516, 64.58792114257812, 67.62110900878906,6.594374475911787,, , , , , ,58.99449666341146,51.19038391113281, 52.22328567504883, 57.60572052001953, 60.738590240478516, 64.58792114257812, 67.62110900878906,6.594374475911787,, , , , , ,58.99449666341146,51.19038391113281, 52.22328567504883, 57.60572052001953, 60.738590240478516, 64.58792114257812, 67.62110900878906,6.594374475911787,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.008225613333252113,0.007257279999976163, 0.006233379999684985, 0.008778580000580405, 0.008774679999987711, 0.009218479999617557, 0.009091279999665858,, , , , , ,0.1902615229288737,0.19233539700508118, 0.15791450440883636, 0.19492219388484955, 0.20958609879016876, 0.20989550650119781, 0.17691540718078613,0.02004696367671709,-0.19660493827160494,-0.20925925925925926, -0.20833333333333334, -0.19537037037037036, -0.19166666666666668, -0.18796296296296297, -0.18703703703703703,-0.17793209876543212,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.17962962962962964, -0.17685185185185184, -0.17592592592592593,58.99449666341146,51.19038391113281, 52.22328567504883, 57.60572052001953, 60.738590240478516, 64.58792114257812, 67.62110900878906,6.594374475911787,, , , , , ,14.0, 19.0, 44.0, 57.0, 74.0, 87.0
سبز,blue,0,imgBlue,6.0,59.169514973958336,50.79020309448242, 54.39031982421875, 56.07307434082031, 61.20513916015625, 63.43787384033203, 69.1204833984375,6.693667817750369,, , , , , ,59.169514973958336,50.79020309448242, 54.39031982421875, 56.07307434082031, 61.20513916015625, 63.43787384033203, 69.1204833984375,6.693667817750369,, , , , , ,59.169514973958336,50.79020309448242, 54.39031982421875, 56.07307434082031, 61.20513916015625, 63.43787384033203, 69.1204833984375,6.693667817750369,, , , , , ,59.169514973958336,50.79020309448242, 54.39031982421875, 56.07307434082031, 61.20513916015625, 63.43787384033203, 69.1204833984375,6.693667817750369,, , , , , ,'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed', 'imgRed',1.0,1.0, 1.0, 1.0, 1.0, 1.0, 1.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0,0.009370396666630162,0.00654547999965871, 0.012839080000048853, 0.008385180000004766, 0.006099680000261287, 0.014182480000272335, 0.008170479999535019,, , , , , ,0.19447062412897745,0.17504039406776428, 0.16449420154094696, 0.19317910075187683, 0.1922501027584076, 0.23185940086841583, 0.21000060439109802,0.02417361955608648,-0.1962962962962963,-0.20925925925925926, -0.20185185185185187, -0.20092592592592592, -0.19166666666666668, -0.18888888888888888, -0.18518518518518517,-0.17777777777777778,-0.1787037037037037, -0.1787037037037037, -0.17777777777777778, -0.1787037037037037, -0.17685185185185184, -0.17592592592592593,59.169514973958336,50.79020309448242, 54.39031982421875, 56.07307434082031, 61.20513916015625, 63.43787384033203, 69.1204833984375,6.693667817750369,, , , , , ,12.0, 29.0, 37.0, 59.0, 69.0, 94.0
